Time,Voltage
-1.5672000200E-07,0.0835935800
-1.5664000200E-07,0.0859373300
-1.5656000200E-07,0.0929685800
-1.5648000200E-07,0.0999998300
-1.5640000200E-07,0.1046873000
-1.5632000200E-07,0.1054686000
-1.5624000200E-07,0.1039061000
-1.5616000200E-07,0.1015623000
-1.5608000200E-07,0.0999998300
-1.5600000200E-07,0.0999998300
-1.5592000200E-07,0.1007811000
-1.5584000200E-07,0.1015623000
-1.5576000200E-07,0.1015623000
-1.5568000200E-07,0.0999998300
-1.5560000200E-07,0.0960935800
-1.5552000200E-07,0.0929685800
-1.5544000200E-07,0.0914060800
-1.5536000200E-07,0.0937498300
-1.5528000200E-07,0.0999998300
-1.5520000200E-07,0.1078123000
-1.5512000200E-07,0.1140623000
-1.5504000200E-07,0.1171873000
-1.5496000200E-07,0.1140623000
-1.5488000200E-07,0.0999998300
-1.5480000200E-07,0.0742185800
-1.5472000200E-07,0.0382810800
-1.5464000200E-07,-0.0062501670
-1.5456000200E-07,-0.0539064200
-1.5448000200E-07,-0.1000002000
-1.5440000200E-07,-0.1335939000
-1.5432000200E-07,-0.1531252000
-1.5424000200E-07,-0.1539064000
-1.5416000200E-07,-0.1359377000
-1.5408000200E-07,-0.1000002000
-1.5400000200E-07,-0.0484376700
-1.5392000200E-07,0.0062498320
-1.5384000200E-07,0.0546873300
-1.5376000200E-07,0.0882810800
-1.5368000200E-07,0.0999998300
-1.5360000200E-07,0.0882810800
-1.5352000200E-07,0.0546873300
-1.5344000200E-07,0.0062498320
-1.5336000200E-07,-0.0484376700
-1.5328000200E-07,-0.1000002000
-1.5320000200E-07,-0.1359377000
-1.5312000200E-07,-0.1539064000
-1.5304000200E-07,-0.1531252000
-1.5296000200E-07,-0.1335939000
-1.5288000200E-07,-0.1000002000
-1.5280000200E-07,-0.0523439200
-1.5272000200E-07,-0.0031251680
-1.5264000200E-07,0.0414060800
-1.5256000200E-07,0.0773435800
-1.5248000200E-07,0.0999998300
-1.5240000200E-07,0.1117186000
-1.5232000200E-07,0.1140623000
-1.5224000200E-07,0.1101561000
-1.5216000200E-07,0.1046873000
-1.5208000200E-07,0.0999998300
-1.5200000200E-07,0.0984373300
-1.5192000200E-07,0.0992185800
-1.5184000200E-07,0.1015623000
-1.5176000200E-07,0.1023436000
-1.5168000200E-07,0.0999998300
-1.5160000200E-07,0.0929685800
-1.5152000200E-07,0.0851560800
-1.5144000200E-07,0.0796873300
-1.5136000200E-07,0.0835935800
-1.5128000200E-07,0.0999998300
-1.5120000200E-07,0.1296873000
-1.5112000200E-07,0.1695311000
-1.5104000200E-07,0.2164061000
-1.5096000200E-07,0.2617186000
-1.5088000200E-07,0.2999998000
-1.5080000200E-07,0.3210936000
-1.5072000200E-07,0.3289061000
-1.5064000200E-07,0.3257811000
-1.5056000200E-07,0.3156248000
-1.5048000200E-07,0.2999998000
-1.5040000200E-07,0.2781248000
-1.5032000200E-07,0.2492186000
-1.5024000200E-07,0.2117186000
-1.5016000200E-07,0.1617186000
-1.5008000200E-07,0.0999998300
-1.5000000200E-07,0.0304685800
-1.4992000200E-07,-0.0351564200
-1.4984000200E-07,-0.0851564200
-1.4976000200E-07,-0.1085939000
-1.4968000200E-07,-0.1000002000
-1.4960000200E-07,-0.0585939200
-1.4952000200E-07,-0.0007814176
-1.4944000200E-07,0.0554685800
-1.4936000200E-07,0.0937498300
-1.4928000200E-07,0.0999998300
-1.4920000200E-07,0.0734373300
-1.4912000200E-07,0.0218748300
-1.4904000200E-07,-0.0367189200
-1.4896000200E-07,-0.0828126700
-1.4888000200E-07,-0.1000002000
-1.4880000200E-07,-0.0796876700
-1.4872000200E-07,-0.0328126700
-1.4864000200E-07,0.0249998300
-1.4856000200E-07,0.0749998300
-1.4848000200E-07,0.0999998300
-1.4840000200E-07,0.0929685800
-1.4832000200E-07,0.0546873300
-1.4824000200E-07,-0.0015626680
-1.4816000200E-07,-0.0593751700
-1.4808000200E-07,-0.1000002000
-1.4800000200E-07,-0.1085939000
-1.4792000200E-07,-0.0851564200
-1.4784000200E-07,-0.0343751700
-1.4776000200E-07,0.0320310800
-1.4768000200E-07,0.0999998300
-1.4760000200E-07,0.1554686000
-1.4752000200E-07,0.1867186000
-1.4744000200E-07,0.1874998000
-1.4736000200E-07,0.1570311000
-1.4728000200E-07,0.0999998300
-1.4720000200E-07,0.0304685800
-1.4712000200E-07,-0.0382814200
-1.4704000200E-07,-0.0898439200
-1.4696000200E-07,-0.1117189000
-1.4688000200E-07,-0.1000002000
-1.4680000200E-07,-0.0554689200
-1.4672000200E-07,0.0054685820
-1.4664000200E-07,0.0640623300
-1.4656000200E-07,0.0992185800
-1.4648000200E-07,0.0999998300
-1.4640000200E-07,0.0648435800
-1.4632000200E-07,0.0054685820
-1.4624000200E-07,-0.0570314200
-1.4616000200E-07,-0.0984376700
-1.4608000200E-07,-0.1000002000
-1.4600000200E-07,-0.0539064200
-1.4592000200E-07,0.0296873300
-1.4584000200E-07,0.1335936000
-1.4576000200E-07,0.2312498000
-1.4568000200E-07,0.2999998000
-1.4560000200E-07,0.3218748000
-1.4552000200E-07,0.2976561000
-1.4544000200E-07,0.2406248000
-1.4536000200E-07,0.1679686000
-1.4528000200E-07,0.0999998300
-1.4520000200E-07,0.0539060800
-1.4512000200E-07,0.0351560800
-1.4504000200E-07,0.0429685800
-1.4496000200E-07,0.0679685800
-1.4488000200E-07,0.0999998300
-1.4480000200E-07,0.1249998000
-1.4472000200E-07,0.1390623000
-1.4464000200E-07,0.1382811000
-1.4456000200E-07,0.1249998000
-1.4448000200E-07,0.0999998300
-1.4440000200E-07,0.0679685800
-1.4432000200E-07,0.0296873300
-1.4424000200E-07,-0.0125001700
-1.4416000200E-07,-0.0562501700
-1.4408000200E-07,-0.1000002000
-1.4400000200E-07,-0.1343752000
-1.4392000200E-07,-0.1562502000
-1.4384000200E-07,-0.1593752000
-1.4376000200E-07,-0.1398439000
-1.4368000200E-07,-0.1000002000
-1.4360000200E-07,-0.0406251700
-1.4352000200E-07,0.0210935800
-1.4344000200E-07,0.0718748300
-1.4336000200E-07,0.1007811000
-1.4328000200E-07,0.0999998300
-1.4320000200E-07,0.0703123300
-1.4312000200E-07,0.0203123300
-1.4304000200E-07,-0.0343751700
-1.4296000200E-07,-0.0789064200
-1.4288000200E-07,-0.1000002000
-1.4280000200E-07,-0.0875001700
-1.4272000200E-07,-0.0500001700
-1.4264000200E-07,0.0031248320
-1.4256000200E-07,0.0578123300
-1.4248000200E-07,0.0999998300
-1.4240000200E-07,0.1249998000
-1.4232000200E-07,0.1304686000
-1.4224000200E-07,0.1226561000
-1.4216000200E-07,0.1093748000
-1.4208000200E-07,0.0999998300
-1.4200000200E-07,0.0984373300
-1.4192000200E-07,0.1046873000
-1.4184000200E-07,0.1124998000
-1.4176000200E-07,0.1132811000
-1.4168000200E-07,0.0999998300
-1.4160000200E-07,0.0695310800
-1.4152000200E-07,0.0249998300
-1.4144000200E-07,-0.0242189200
-1.4136000200E-07,-0.0695314200
-1.4128000200E-07,-0.1000002000
-1.4120000200E-07,-0.1039064000
-1.4112000200E-07,-0.0828126700
-1.4104000200E-07,-0.0375001700
-1.4096000200E-07,0.0265623300
-1.4088000200E-07,0.0999998300
-1.4080000200E-07,0.1726561000
-1.4072000200E-07,0.2351561000
-1.4064000200E-07,0.2796873000
-1.4056000200E-07,0.3023436000
-1.4048000200E-07,0.2999998000
-1.4040000200E-07,0.2718748000
